hour,isholiday,weekday,month,year,season,Vehicles
7,False,Wednesday,2,2017,Winter,47
8,False,Wednesday,2,2017,Winter,50
9,False,Wednesday,2,2017,Winter,61
10,False,Wednesday,2,2017,Winter,71
11,False,Wednesday,2,2017,Winter,80
12,False,Wednesday,2,2017,Winter,85
13,False,Wednesday,2,2017,Winter,72
14,False,Wednesday,2,2017,Winter,86
15,False,Wednesday,2,2017,Winter,85
16,False,Wednesday,2,2017,Winter,77
17,False,Wednesday,2,2017,Winter,72
18,False,Wednesday,2,2017,Winter,78
19,False,Wednesday,2,2017,Winter,91
20,False,Wednesday,2,2017,Winter,88
21,False,Wednesday,2,2017,Winter,87
22,False,Wednesday,2,2017,Winter,84
23,False,Wednesday,2,2017,Winter,77
0,False,Thursday,2,2017,Winter,72
1,False,Thursday,2,2017,Winter,57
2,False,Thursday,2,2017,Winter,51
3,False,Thursday,2,2017,Winter,55
4,False,Thursday,2,2017,Winter,47
5,False,Thursday,2,2017,Winter,41
6,False,Thursday,2,2017,Winter,46
7,False,Thursday,2,2017,Winter,47
8,False,Thursday,2,2017,Winter,52
9,False,Thursday,2,2017,Winter,63
10,False,Thursday,2,2017,Winter,84
11,False,Thursday,2,2017,Winter,84
12,False,Thursday,2,2017,Winter,91
13,False,Thursday,2,2017,Winter,78
14,False,Thursday,2,2017,Winter,132
15,False,Thursday,2,2017,Winter,124
16,False,Thursday,2,2017,Winter,113
17,False,Thursday,2,2017,Winter,109
18,False,Thursday,2,2017,Winter,115
19,False,Thursday,2,2017,Winter,124
20,False,Thursday,2,2017,Winter,94
21,False,Thursday,2,2017,Winter,84
22,False,Thursday,2,2017,Winter,85
23,False,Thursday,2,2017,Winter,73
0,False,Friday,2,2017,Winter,65
1,False,Friday,2,2017,Winter,64
2,False,Friday,2,2017,Winter,60
3,False,Friday,2,2017,Winter,51
4,False,Friday,2,2017,Winter,45
5,False,Friday,2,2017,Winter,43
6,False,Friday,2,2017,Winter,43
7,False,Friday,2,2017,Winter,45
8,False,Friday,2,2017,Winter,46
9,False,Friday,2,2017,Winter,60
10,False,Friday,2,2017,Winter,67
11,False,Friday,2,2017,Winter,75
12,False,Friday,2,2017,Winter,73
13,False,Friday,2,2017,Winter,73
14,False,Friday,2,2017,Winter,74
15,False,Friday,2,2017,Winter,77
16,False,Friday,2,2017,Winter,70
17,False,Friday,2,2017,Winter,70
18,False,Friday,2,2017,Winter,66
19,False,Friday,2,2017,Winter,74
20,False,Friday,2,2017,Winter,78
21,False,Friday,2,2017,Winter,76
22,False,Friday,2,2017,Winter,71
23,False,Friday,2,2017,Winter,68
0,False,Saturday,2,2017,Winter,60
1,False,Saturday,2,2017,Winter,54
2,False,Saturday,2,2017,Winter,46
3,False,Saturday,2,2017,Winter,44
4,False,Saturday,2,2017,Winter,35
5,False,Saturday,2,2017,Winter,30
6,False,Saturday,2,2017,Winter,31
7,False,Saturday,2,2017,Winter,30
8,False,Saturday,2,2017,Winter,36
9,False,Saturday,2,2017,Winter,40
10,False,Saturday,2,2017,Winter,47
11,False,Saturday,2,2017,Winter,51
12,False,Saturday,2,2017,Winter,50
13,False,Saturday,2,2017,Winter,45
14,False,Saturday,2,2017,Winter,46
15,False,Saturday,2,2017,Winter,52
16,False,Saturday,2,2017,Winter,49
17,False,Saturday,2,2017,Winter,48
18,False,Saturday,2,2017,Winter,55
19,False,Saturday,2,2017,Winter,57
20,False,Saturday,2,2017,Winter,60
21,False,Saturday,2,2017,Winter,60
22,False,Saturday,2,2017,Winter,60
23,False,Saturday,2,2017,Winter,56
0,False,Sunday,2,2017,Winter,52
1,False,Sunday,2,2017,Winter,42
2,False,Sunday,2,2017,Winter,36
3,False,Sunday,2,2017,Winter,37
4,False,Sunday,2,2017,Winter,33
5,False,Sunday,2,2017,Winter,31
6,False,Sunday,2,2017,Winter,27
7,False,Sunday,2,2017,Winter,33
8,False,Sunday,2,2017,Winter,36
9,False,Sunday,2,2017,Winter,39
10,False,Sunday,2,2017,Winter,49
11,False,Sunday,2,2017,Winter,49
12,False,Sunday,2,2017,Winter,50
13,False,Sunday,2,2017,Winter,50
14,False,Sunday,2,2017,Winter,48
15,False,Sunday,2,2017,Winter,50
16,False,Sunday,2,2017,Winter,51
17,False,Sunday,2,2017,Winter,44
18,False,Sunday,2,2017,Winter,51
19,False,Sunday,2,2017,Winter,57
20,False,Sunday,2,2017,Winter,60
21,False,Sunday,2,2017,Winter,63
22,False,Sunday,2,2017,Winter,58
23,False,Sunday,2,2017,Winter,56
0,False,Monday,2,2017,Winter,56
1,False,Monday,2,2017,Winter,45
2,False,Monday,2,2017,Winter,38
3,False,Monday,2,2017,Winter,36
4,False,Monday,2,2017,Winter,38
5,False,Monday,2,2017,Winter,35
6,False,Monday,2,2017,Winter,40
7,False,Monday,2,2017,Winter,44
8,False,Monday,2,2017,Winter,49
9,False,Monday,2,2017,Winter,59
10,False,Monday,2,2017,Winter,72
11,False,Monday,2,2017,Winter,75
12,False,Monday,2,2017,Winter,81
13,False,Monday,2,2017,Winter,77
14,False,Monday,2,2017,Winter,81
15,False,Monday,2,2017,Winter,80
16,False,Monday,2,2017,Winter,78
17,False,Monday,2,2017,Winter,74
18,False,Monday,2,2017,Winter,76
19,False,Monday,2,2017,Winter,80
20,False,Monday,2,2017,Winter,85
21,False,Monday,2,2017,Winter,85
22,False,Monday,2,2017,Winter,82
23,False,Monday,2,2017,Winter,75
0,False,Tuesday,2,2017,Winter,69
1,False,Tuesday,2,2017,Winter,60
2,False,Tuesday,2,2017,Winter,54
3,False,Tuesday,2,2017,Winter,50
4,False,Tuesday,2,2017,Winter,41
5,False,Tuesday,2,2017,Winter,39
6,False,Tuesday,2,2017,Winter,41
7,False,Tuesday,2,2017,Winter,48
8,False,Tuesday,2,2017,Winter,49
9,False,Tuesday,2,2017,Winter,57
10,False,Tuesday,2,2017,Winter,101
11,False,Tuesday,2,2017,Winter,94
12,False,Tuesday,2,2017,Winter,87
13,False,Tuesday,2,2017,Winter,81
14,False,Tuesday,2,2017,Winter,84
15,False,Tuesday,2,2017,Winter,86
16,False,Tuesday,2,2017,Winter,84
17,False,Tuesday,2,2017,Winter,79
18,False,Tuesday,2,2017,Winter,82
19,False,Tuesday,2,2017,Winter,88
20,False,Tuesday,2,2017,Winter,84
21,False,Tuesday,2,2017,Winter,87
22,False,Tuesday,2,2017,Winter,82
23,False,Tuesday,2,2017,Winter,81
0,False,Wednesday,3,2017,Winter,75
1,False,Wednesday,3,2017,Winter,57
2,False,Wednesday,3,2017,Winter,58
3,False,Wednesday,3,2017,Winter,50
4,False,Wednesday,3,2017,Winter,42
5,False,Wednesday,3,2017,Winter,39
6,False,Wednesday,3,2017,Winter,43
7,False,Wednesday,3,2017,Winter,43
8,False,Wednesday,3,2017,Winter,50
9,False,Wednesday,3,2017,Winter,60
10,False,Wednesday,3,2017,Winter,74
11,False,Wednesday,3,2017,Winter,84
12,False,Wednesday,3,2017,Winter,87
13,False,Wednesday,3,2017,Winter,78
14,False,Wednesday,3,2017,Winter,82
15,False,Wednesday,3,2017,Winter,85
16,False,Wednesday,3,2017,Winter,81
17,False,Wednesday,3,2017,Winter,73
18,False,Wednesday,3,2017,Winter,78
19,False,Wednesday,3,2017,Winter,87
20,False,Wednesday,3,2017,Winter,98
21,False,Wednesday,3,2017,Winter,88
22,False,Wednesday,3,2017,Winter,80
23,False,Wednesday,3,2017,Winter,78
0,False,Thursday,3,2017,Winter,70
1,False,Thursday,3,2017,Winter,54
2,False,Thursday,3,2017,Winter,50
3,False,Thursday,3,2017,Winter,47
4,False,Thursday,3,2017,Winter,43
5,False,Thursday,3,2017,Winter,39
6,False,Thursday,3,2017,Winter,45
7,False,Thursday,3,2017,Winter,51
8,False,Thursday,3,2017,Winter,53
9,False,Thursday,3,2017,Winter,59
10,False,Thursday,3,2017,Winter,69
11,False,Thursday,3,2017,Winter,82
12,False,Thursday,3,2017,Winter,82
13,False,Thursday,3,2017,Winter,72
14,False,Thursday,3,2017,Winter,75
15,False,Thursday,3,2017,Winter,78
16,False,Thursday,3,2017,Winter,75
17,False,Thursday,3,2017,Winter,73
18,False,Thursday,3,2017,Winter,75
19,False,Thursday,3,2017,Winter,89
20,False,Thursday,3,2017,Winter,86
21,False,Thursday,3,2017,Winter,80
22,False,Thursday,3,2017,Winter,79
23,False,Thursday,3,2017,Winter,74
0,False,Friday,3,2017,Winter,67
1,False,Friday,3,2017,Winter,56
2,False,Friday,3,2017,Winter,52
3,False,Friday,3,2017,Winter,49
4,False,Friday,3,2017,Winter,42
5,False,Friday,3,2017,Winter,34
6,False,Friday,3,2017,Winter,40
7,False,Friday,3,2017,Winter,48
8,False,Friday,3,2017,Winter,48
9,False,Friday,3,2017,Winter,54
10,False,Friday,3,2017,Winter,82
11,False,Friday,3,2017,Winter,86
12,False,Friday,3,2017,Winter,85
13,False,Friday,3,2017,Winter,73
14,False,Friday,3,2017,Winter,80
15,False,Friday,3,2017,Winter,80
16,False,Friday,3,2017,Winter,78
17,False,Friday,3,2017,Winter,70
18,False,Friday,3,2017,Winter,74
19,False,Friday,3,2017,Winter,81
20,False,Friday,3,2017,Winter,81
21,False,Friday,3,2017,Winter,82
22,False,Friday,3,2017,Winter,72
23,False,Friday,3,2017,Winter,66
0,False,Saturday,3,2017,Winter,63
1,False,Saturday,3,2017,Winter,54
2,False,Saturday,3,2017,Winter,48
3,False,Saturday,3,2017,Winter,40
4,False,Saturday,3,2017,Winter,36
5,False,Saturday,3,2017,Winter,33
6,False,Saturday,3,2017,Winter,31
7,False,Saturday,3,2017,Winter,30
8,False,Saturday,3,2017,Winter,38
9,False,Saturday,3,2017,Winter,42
10,False,Saturday,3,2017,Winter,46
11,False,Saturday,3,2017,Winter,49
12,False,Saturday,3,2017,Winter,48
13,False,Saturday,3,2017,Winter,45
14,False,Saturday,3,2017,Winter,46
15,False,Saturday,3,2017,Winter,46
16,False,Saturday,3,2017,Winter,43
17,False,Saturday,3,2017,Winter,42
18,False,Saturday,3,2017,Winter,50
19,False,Saturday,3,2017,Winter,54
20,False,Saturday,3,2017,Winter,57
21,False,Saturday,3,2017,Winter,62
22,False,Saturday,3,2017,Winter,56
23,False,Saturday,3,2017,Winter,49
0,False,Sunday,3,2017,Winter,49
1,False,Sunday,3,2017,Winter,44
2,False,Sunday,3,2017,Winter,36
3,False,Sunday,3,2017,Winter,34
4,False,Sunday,3,2017,Winter,28
5,False,Sunday,3,2017,Winter,29
6,False,Sunday,3,2017,Winter,29
7,False,Sunday,3,2017,Winter,31
8,False,Sunday,3,2017,Winter,35
9,False,Sunday,3,2017,Winter,39
10,False,Sunday,3,2017,Winter,41
11,False,Sunday,3,2017,Winter,50
12,False,Sunday,3,2017,Winter,49
13,False,Sunday,3,2017,Winter,45
14,False,Sunday,3,2017,Winter,48
15,False,Sunday,3,2017,Winter,42
16,False,Sunday,3,2017,Winter,46
17,False,Sunday,3,2017,Winter,48
18,False,Sunday,3,2017,Winter,51
19,False,Sunday,3,2017,Winter,62
20,False,Sunday,3,2017,Winter,60
21,False,Sunday,3,2017,Winter,66
22,False,Sunday,3,2017,Winter,66
23,False,Sunday,3,2017,Winter,62
0,False,Monday,3,2017,Winter,54
1,False,Monday,3,2017,Winter,45
2,False,Monday,3,2017,Winter,43
3,False,Monday,3,2017,Winter,41
4,False,Monday,3,2017,Winter,35
5,False,Monday,3,2017,Winter,32
6,False,Monday,3,2017,Winter,38
7,False,Monday,3,2017,Winter,45
8,False,Monday,3,2017,Winter,52
9,False,Monday,3,2017,Winter,59
10,False,Monday,3,2017,Winter,68
11,False,Monday,3,2017,Winter,78
12,False,Monday,3,2017,Winter,80
13,False,Monday,3,2017,Winter,76
14,False,Monday,3,2017,Winter,84
15,False,Monday,3,2017,Winter,83
16,False,Monday,3,2017,Winter,75
17,False,Monday,3,2017,Winter,78
18,False,Monday,3,2017,Winter,82
19,False,Monday,3,2017,Winter,90
20,False,Monday,3,2017,Winter,87
21,False,Monday,3,2017,Winter,79
22,False,Monday,3,2017,Winter,81
23,False,Monday,3,2017,Winter,72
0,False,Tuesday,3,2017,Winter,69
1,False,Tuesday,3,2017,Winter,55
2,False,Tuesday,3,2017,Winter,53
3,False,Tuesday,3,2017,Winter,49
4,False,Tuesday,3,2017,Winter,43
5,False,Tuesday,3,2017,Winter,36
6,False,Tuesday,3,2017,Winter,44
7,False,Tuesday,3,2017,Winter,44
8,False,Tuesday,3,2017,Winter,48
9,False,Tuesday,3,2017,Winter,60
10,False,Tuesday,3,2017,Winter,72
11,False,Tuesday,3,2017,Winter,79
12,False,Tuesday,3,2017,Winter,81
13,False,Tuesday,3,2017,Winter,78
14,False,Tuesday,3,2017,Winter,83
15,False,Tuesday,3,2017,Winter,78
16,False,Tuesday,3,2017,Winter,80
17,False,Tuesday,3,2017,Winter,79
18,False,Tuesday,3,2017,Winter,84
19,False,Tuesday,3,2017,Winter,80
20,False,Tuesday,3,2017,Winter,84
21,False,Tuesday,3,2017,Winter,80
22,False,Tuesday,3,2017,Winter,80
23,False,Tuesday,3,2017,Winter,70
0,False,Wednesday,3,2017,Winter,68
1,False,Wednesday,3,2017,Winter,61
2,False,Wednesday,3,2017,Winter,55
3,False,Wednesday,3,2017,Winter,50
4,False,Wednesday,3,2017,Winter,41
5,False,Wednesday,3,2017,Winter,38
6,False,Wednesday,3,2017,Winter,38
7,False,Wednesday,3,2017,Winter,44
8,False,Wednesday,3,2017,Winter,48
9,False,Wednesday,3,2017,Winter,59
10,False,Wednesday,3,2017,Winter,51
11,False,Wednesday,3,2017,Winter,65
12,False,Wednesday,3,2017,Winter,82
13,False,Wednesday,3,2017,Winter,70
14,False,Wednesday,3,2017,Winter,77
15,False,Wednesday,3,2017,Winter,82
16,False,Wednesday,3,2017,Winter,75
17,False,Wednesday,3,2017,Winter,74
18,False,Wednesday,3,2017,Winter,72
19,False,Wednesday,3,2017,Winter,75
20,False,Wednesday,3,2017,Winter,98
21,False,Wednesday,3,2017,Winter,92
22,False,Wednesday,3,2017,Winter,87
23,False,Wednesday,3,2017,Winter,75
0,False,Thursday,3,2017,Winter,69
1,False,Thursday,3,2017,Winter,59
2,False,Thursday,3,2017,Winter,52
3,False,Thursday,3,2017,Winter,50
4,False,Thursday,3,2017,Winter,40
5,False,Thursday,3,2017,Winter,41
6,False,Thursday,3,2017,Winter,41
7,False,Thursday,3,2017,Winter,46
8,False,Thursday,3,2017,Winter,53
9,False,Thursday,3,2017,Winter,68
10,False,Thursday,3,2017,Winter,80
11,False,Thursday,3,2017,Winter,84
12,False,Thursday,3,2017,Winter,86
13,False,Thursday,3,2017,Winter,73
14,False,Thursday,3,2017,Winter,82
15,False,Thursday,3,2017,Winter,85
16,False,Thursday,3,2017,Winter,83
17,False,Thursday,3,2017,Winter,76
18,False,Thursday,3,2017,Winter,85
19,False,Thursday,3,2017,Winter,93
20,False,Thursday,3,2017,Winter,91
21,False,Thursday,3,2017,Winter,87
22,False,Thursday,3,2017,Winter,89
23,False,Thursday,3,2017,Winter,82
0,False,Friday,3,2017,Winter,72
1,False,Friday,3,2017,Winter,60
2,False,Friday,3,2017,Winter,53
3,False,Friday,3,2017,Winter,48
4,False,Friday,3,2017,Winter,41
5,False,Friday,3,2017,Winter,39
6,False,Friday,3,2017,Winter,43
7,False,Friday,3,2017,Winter,46
8,False,Friday,3,2017,Winter,51
9,False,Friday,3,2017,Winter,58
10,False,Friday,3,2017,Winter,70
11,False,Friday,3,2017,Winter,80
12,False,Friday,3,2017,Winter,82
13,False,Friday,3,2017,Winter,68
14,False,Friday,3,2017,Winter,76
15,False,Friday,3,2017,Winter,75
16,False,Friday,3,2017,Winter,72
17,False,Friday,3,2017,Winter,71
18,False,Friday,3,2017,Winter,68
19,False,Friday,3,2017,Winter,75
20,False,Friday,3,2017,Winter,78
21,False,Friday,3,2017,Winter,72
22,False,Friday,3,2017,Winter,73
23,False,Friday,3,2017,Winter,63
0,False,Saturday,3,2017,Winter,58
1,False,Saturday,3,2017,Winter,52
2,False,Saturday,3,2017,Winter,48
3,False,Saturday,3,2017,Winter,44
4,False,Saturday,3,2017,Winter,37
5,False,Saturday,3,2017,Winter,32
6,False,Saturday,3,2017,Winter,31
7,False,Saturday,3,2017,Winter,34
8,False,Saturday,3,2017,Winter,37
9,False,Saturday,3,2017,Winter,43
10,False,Saturday,3,2017,Winter,44
11,False,Saturday,3,2017,Winter,46
12,False,Saturday,3,2017,Winter,51
13,False,Saturday,3,2017,Winter,43
14,False,Saturday,3,2017,Winter,41
15,False,Saturday,3,2017,Winter,42
16,False,Saturday,3,2017,Winter,40
17,False,Saturday,3,2017,Winter,40
18,False,Saturday,3,2017,Winter,49
19,False,Saturday,3,2017,Winter,56
20,False,Saturday,3,2017,Winter,54
21,False,Saturday,3,2017,Winter,54
22,False,Saturday,3,2017,Winter,53
23,False,Saturday,3,2017,Winter,55
0,False,Sunday,3,2017,Winter,43
1,False,Sunday,3,2017,Winter,40
2,False,Sunday,3,2017,Winter,33
3,False,Sunday,3,2017,Winter,34
4,False,Sunday,3,2017,Winter,32
5,False,Sunday,3,2017,Winter,25
6,False,Sunday,3,2017,Winter,28
7,False,Sunday,3,2017,Winter,28
8,False,Sunday,3,2017,Winter,34
9,False,Sunday,3,2017,Winter,45
10,False,Sunday,3,2017,Winter,53
11,False,Sunday,3,2017,Winter,51
12,False,Sunday,3,2017,Winter,51
13,False,Sunday,3,2017,Winter,50
14,False,Sunday,3,2017,Winter,45
15,False,Sunday,3,2017,Winter,43
16,False,Sunday,3,2017,Winter,43
17,False,Sunday,3,2017,Winter,45
18,False,Sunday,3,2017,Winter,53
19,False,Sunday,3,2017,Winter,55
20,False,Sunday,3,2017,Winter,55
21,False,Sunday,3,2017,Winter,55
22,False,Sunday,3,2017,Winter,55
23,False,Sunday,3,2017,Winter,53
0,True,Monday,3,2017,Winter,50
1,True,Monday,3,2017,Winter,44
2,True,Monday,3,2017,Winter,38
3,True,Monday,3,2017,Winter,37
4,True,Monday,3,2017,Winter,35
5,True,Monday,3,2017,Winter,34
6,True,Monday,3,2017,Winter,41
7,True,Monday,3,2017,Winter,44
8,True,Monday,3,2017,Winter,49
9,True,Monday,3,2017,Winter,51
10,True,Monday,3,2017,Winter,57
11,True,Monday,3,2017,Winter,62
12,True,Monday,3,2017,Winter,63
13,True,Monday,3,2017,Winter,67
14,True,Monday,3,2017,Winter,67
15,True,Monday,3,2017,Winter,73
16,True,Monday,3,2017,Winter,65
17,True,Monday,3,2017,Winter,66
18,True,Monday,3,2017,Winter,77
19,True,Monday,3,2017,Winter,89
20,True,Monday,3,2017,Winter,88
21,True,Monday,3,2017,Winter,83
22,True,Monday,3,2017,Winter,79
23,True,Monday,3,2017,Winter,73
0,False,Tuesday,3,2017,Winter,71
1,False,Tuesday,3,2017,Winter,56
2,False,Tuesday,3,2017,Winter,54
3,False,Tuesday,3,2017,Winter,44
4,False,Tuesday,3,2017,Winter,40
5,False,Tuesday,3,2017,Winter,39
6,False,Tuesday,3,2017,Winter,40
7,False,Tuesday,3,2017,Winter,40
8,False,Tuesday,3,2017,Winter,49
9,False,Tuesday,3,2017,Winter,60
10,False,Tuesday,3,2017,Winter,86
11,False,Tuesday,3,2017,Winter,91
12,False,Tuesday,3,2017,Winter,86
13,False,Tuesday,3,2017,Winter,86
14,False,Tuesday,3,2017,Winter,92
15,False,Tuesday,3,2017,Winter,92
16,False,Tuesday,3,2017,Winter,86
17,False,Tuesday,3,2017,Winter,85
18,False,Tuesday,3,2017,Winter,93
19,False,Tuesday,3,2017,Winter,98
20,False,Tuesday,3,2017,Winter,94
21,False,Tuesday,3,2017,Winter,87
22,False,Tuesday,3,2017,Winter,91
23,False,Tuesday,3,2017,Winter,75
0,False,Wednesday,3,2017,Winter,70
1,False,Wednesday,3,2017,Winter,59
2,False,Wednesday,3,2017,Winter,54
3,False,Wednesday,3,2017,Winter,48
4,False,Wednesday,3,2017,Winter,45
5,False,Wednesday,3,2017,Winter,44
6,False,Wednesday,3,2017,Winter,43
7,False,Wednesday,3,2017,Winter,50
8,False,Wednesday,3,2017,Winter,51
9,False,Wednesday,3,2017,Winter,61
10,False,Wednesday,3,2017,Winter,72
11,False,Wednesday,3,2017,Winter,81
12,False,Wednesday,3,2017,Winter,83
13,False,Wednesday,3,2017,Winter,76
14,False,Wednesday,3,2017,Winter,81
15,False,Wednesday,3,2017,Winter,82
16,False,Wednesday,3,2017,Winter,85
17,False,Wednesday,3,2017,Winter,82
18,False,Wednesday,3,2017,Winter,85
19,False,Wednesday,3,2017,Winter,92
20,False,Wednesday,3,2017,Winter,86
21,False,Wednesday,3,2017,Winter,86
22,False,Wednesday,3,2017,Winter,83
23,False,Wednesday,3,2017,Winter,78
0,False,Thursday,3,2017,Winter,73
1,False,Thursday,3,2017,Winter,61
2,False,Thursday,3,2017,Winter,49
3,False,Thursday,3,2017,Winter,46
4,False,Thursday,3,2017,Winter,45
5,False,Thursday,3,2017,Winter,41
6,False,Thursday,3,2017,Winter,45
7,False,Thursday,3,2017,Winter,51
8,False,Thursday,3,2017,Winter,57
9,False,Thursday,3,2017,Winter,59
10,False,Thursday,3,2017,Winter,72
11,False,Thursday,3,2017,Winter,80
12,False,Thursday,3,2017,Winter,81
13,False,Thursday,3,2017,Winter,73
14,False,Thursday,3,2017,Winter,87
15,False,Thursday,3,2017,Winter,84
16,False,Thursday,3,2017,Winter,73
17,False,Thursday,3,2017,Winter,79
18,False,Thursday,3,2017,Winter,79
19,False,Thursday,3,2017,Winter,89
20,False,Thursday,3,2017,Winter,84
21,False,Thursday,3,2017,Winter,90
22,False,Thursday,3,2017,Winter,83
23,False,Thursday,3,2017,Winter,77
0,False,Friday,3,2017,Winter,68
1,False,Friday,3,2017,Winter,56
2,False,Friday,3,2017,Winter,49
3,False,Friday,3,2017,Winter,47
4,False,Friday,3,2017,Winter,42
5,False,Friday,3,2017,Winter,39
6,False,Friday,3,2017,Winter,40
7,False,Friday,3,2017,Winter,42
8,False,Friday,3,2017,Winter,46
9,False,Friday,3,2017,Winter,55
10,False,Friday,3,2017,Winter,79
11,False,Friday,3,2017,Winter,96
12,False,Friday,3,2017,Winter,85
13,False,Friday,3,2017,Winter,77
14,False,Friday,3,2017,Winter,88
15,False,Friday,3,2017,Winter,83
16,False,Friday,3,2017,Winter,79
17,False,Friday,3,2017,Winter,75
18,False,Friday,3,2017,Winter,82
19,False,Friday,3,2017,Winter,84
20,False,Friday,3,2017,Winter,86
21,False,Friday,3,2017,Winter,77
22,False,Friday,3,2017,Winter,79
23,False,Friday,3,2017,Winter,69
0,False,Saturday,3,2017,Winter,65
1,False,Saturday,3,2017,Winter,51
2,False,Saturday,3,2017,Winter,43
3,False,Saturday,3,2017,Winter,36
4,False,Saturday,3,2017,Winter,35
5,False,Saturday,3,2017,Winter,30
6,False,Saturday,3,2017,Winter,29
7,False,Saturday,3,2017,Winter,36
8,False,Saturday,3,2017,Winter,34
9,False,Saturday,3,2017,Winter,42
10,False,Saturday,3,2017,Winter,47
11,False,Saturday,3,2017,Winter,60
12,False,Saturday,3,2017,Winter,67
13,False,Saturday,3,2017,Winter,55
14,False,Saturday,3,2017,Winter,52
15,False,Saturday,3,2017,Winter,54
16,False,Saturday,3,2017,Winter,57
17,False,Saturday,3,2017,Winter,59
18,False,Saturday,3,2017,Winter,57
19,False,Saturday,3,2017,Winter,59
20,False,Saturday,3,2017,Winter,68
21,False,Saturday,3,2017,Winter,59
22,False,Saturday,3,2017,Winter,63
23,False,Saturday,3,2017,Winter,59
0,False,Sunday,3,2017,Winter,57
1,False,Sunday,3,2017,Winter,41
2,False,Sunday,3,2017,Winter,36
3,False,Sunday,3,2017,Winter,32
4,False,Sunday,3,2017,Winter,32
5,False,Sunday,3,2017,Winter,31
6,False,Sunday,3,2017,Winter,34
7,False,Sunday,3,2017,Winter,37
8,False,Sunday,3,2017,Winter,42
9,False,Sunday,3,2017,Winter,48
10,False,Sunday,3,2017,Winter,48
11,False,Sunday,3,2017,Winter,53
12,False,Sunday,3,2017,Winter,55
13,False,Sunday,3,2017,Winter,46
14,False,Sunday,3,2017,Winter,49
15,False,Sunday,3,2017,Winter,48
16,False,Sunday,3,2017,Winter,47
17,False,Sunday,3,2017,Winter,48
18,False,Sunday,3,2017,Winter,58
19,False,Sunday,3,2017,Winter,66
20,False,Sunday,3,2017,Winter,68
21,False,Sunday,3,2017,Winter,63
22,False,Sunday,3,2017,Winter,64
23,False,Sunday,3,2017,Winter,62
0,False,Monday,3,2017,Spring,56
1,False,Monday,3,2017,Spring,49
2,False,Monday,3,2017,Spring,40
3,False,Monday,3,2017,Spring,36
4,False,Monday,3,2017,Spring,35
5,False,Monday,3,2017,Spring,38
6,False,Monday,3,2017,Spring,41
7,False,Monday,3,2017,Spring,48
8,False,Monday,3,2017,Spring,55
9,False,Monday,3,2017,Spring,60
10,False,Monday,3,2017,Spring,72
11,False,Monday,3,2017,Spring,89
12,False,Monday,3,2017,Spring,110
13,False,Monday,3,2017,Spring,95
14,False,Monday,3,2017,Spring,103
15,False,Monday,3,2017,Spring,100
16,False,Monday,3,2017,Spring,98
17,False,Monday,3,2017,Spring,97
18,False,Monday,3,2017,Spring,101
19,False,Monday,3,2017,Spring,106
20,False,Monday,3,2017,Spring,102
21,False,Monday,3,2017,Spring,92
22,False,Monday,3,2017,Spring,89
23,False,Monday,3,2017,Spring,81
0,False,Tuesday,3,2017,Spring,72
1,False,Tuesday,3,2017,Spring,64
2,False,Tuesday,3,2017,Spring,55
3,False,Tuesday,3,2017,Spring,51
4,False,Tuesday,3,2017,Spring,45
5,False,Tuesday,3,2017,Spring,41
6,False,Tuesday,3,2017,Spring,45
7,False,Tuesday,3,2017,Spring,55
8,False,Tuesday,3,2017,Spring,58
9,False,Tuesday,3,2017,Spring,65
10,False,Tuesday,3,2017,Spring,80
11,False,Tuesday,3,2017,Spring,88
12,False,Tuesday,3,2017,Spring,89
13,False,Tuesday,3,2017,Spring,75
14,False,Tuesday,3,2017,Spring,88
15,False,Tuesday,3,2017,Spring,91
16,False,Tuesday,3,2017,Spring,85
17,False,Tuesday,3,2017,Spring,90
18,False,Tuesday,3,2017,Spring,93
19,False,Tuesday,3,2017,Spring,96
20,False,Tuesday,3,2017,Spring,102
21,False,Tuesday,3,2017,Spring,97
22,False,Tuesday,3,2017,Spring,94
23,False,Tuesday,3,2017,Spring,88
0,False,Wednesday,3,2017,Spring,77
1,False,Wednesday,3,2017,Spring,64
2,False,Wednesday,3,2017,Spring,58
3,False,Wednesday,3,2017,Spring,50
4,False,Wednesday,3,2017,Spring,42
5,False,Wednesday,3,2017,Spring,41
6,False,Wednesday,3,2017,Spring,45
7,False,Wednesday,3,2017,Spring,52
8,False,Wednesday,3,2017,Spring,55
9,False,Wednesday,3,2017,Spring,63
10,False,Wednesday,3,2017,Spring,72
11,False,Wednesday,3,2017,Spring,86
12,False,Wednesday,3,2017,Spring,99
13,False,Wednesday,3,2017,Spring,85
14,False,Wednesday,3,2017,Spring,95
15,False,Wednesday,3,2017,Spring,94
16,False,Wednesday,3,2017,Spring,87
17,False,Wednesday,3,2017,Spring,84
18,False,Wednesday,3,2017,Spring,91
19,False,Wednesday,3,2017,Spring,101
20,False,Wednesday,3,2017,Spring,98
21,False,Wednesday,3,2017,Spring,96
22,False,Wednesday,3,2017,Spring,91
23,False,Wednesday,3,2017,Spring,87
0,False,Thursday,3,2017,Spring,75
1,False,Thursday,3,2017,Spring,68
2,False,Thursday,3,2017,Spring,52
3,False,Thursday,3,2017,Spring,45
4,False,Thursday,3,2017,Spring,42
5,False,Thursday,3,2017,Spring,39
6,False,Thursday,3,2017,Spring,46
7,False,Thursday,3,2017,Spring,49
